stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted_6m,volatility_adjusted_3m,volatility_adjusted_1m,relative_strength_6m,relative_strength_3m,relative_strength_1m,trend_score,volume_score,calculated_at
STOCK2073,78.0736,2.0636,-2.7574,12.9941,1.6509,-2.2059,10.3953,23.4221,31.2294,23.4221,15.6147,7.8074,2025-09-08 04:37:29.943826
STOCK2074,51.3099,-6.6337,6.706,-7.1705,-5.307,5.3648,-5.7364,15.393,20.5239,15.393,10.262,5.131,2025-09-08 04:37:29.943839
STOCK2075,9.5596,7.5652,-11.1793,-8.7292,6.0522,-8.9435,-6.9834,2.8679,3.8238,2.8679,1.9119,0.956,2025-09-08 04:37:29.943851
STOCK2076,74.6666,13.7032,-3.4499,3.8094,10.9626,-2.7599,3.0475,22.4,29.8666,22.4,14.9333,7.4667,2025-09-08 04:37:29.943863
STOCK2077,6.6105,-13.9397,-13.4682,5.2797,-11.1518,-10.7745,4.2238,1.9832,2.6442,1.9832,1.3221,0.6611,2025-09-08 04:37:29.943876
STOCK2078,52.5993,4.6663,-8.4218,8.6504,3.7331,-6.7375,6.9203,15.7798,21.0397,15.7798,10.5199,5.2599,2025-09-08 04:37:29.943888
STOCK2079,24.7682,-6.4698,11.6313,14.3005,-5.1758,9.305,11.4404,7.4305,9.9073,7.4305,4.9536,2.4768,2025-09-08 04:37:29.943900
STOCK2080,95.2468,-19.8794,4.5847,9.3321,-15.9036,3.6678,7.4657,28.574,38.0987,28.574,19.0494,9.5247,2025-09-08 04:37:29.943912
STOCK2081,20.0952,25.0549,9.9138,16.143,20.0439,7.931,12.9144,6.0286,8.0381,6.0286,4.019,2.0095,2025-09-08 04:37:29.943925
STOCK2082,76.2008,-1.2556,21.6975,0.9579,-1.0045,17.358,0.7663,22.8603,30.4803,22.8603,15.2402,7.6201,2025-09-08 04:37:29.943937
STOCK2083,14.2371,-8.6,-11.2403,-8.3003,-6.88,-8.9922,-6.6402,4.2711,5.6948,4.2711,2.8474,1.4237,2025-09-08 04:37:29.943950
STOCK2084,64.6814,-10.2898,2.8943,0.8115,-8.2318,2.3154,0.6492,19.4044,25.8726,19.4044,12.9363,6.4681,2025-09-08 04:37:29.943962
STOCK2085,93.3386,7.589,-8.3464,14.2028,6.0712,-6.6771,11.3622,28.0016,37.3354,28.0016,18.6677,9.3339,2025-09-08 04:37:29.943974
STOCK2086,44.2838,-18.9511,0.0877,13.645,-15.1609,0.0702,10.916,13.2851,17.7135,13.2851,8.8568,4.4284,2025-09-08 04:37:29.943987
STOCK2087,25.2415,20.8087,18.4817,14.1117,16.647,14.7853,11.2893,7.5724,10.0966,7.5724,5.0483,2.5241,2025-09-08 04:37:29.943999
STOCK2088,23.5926,-4.0623,23.3662,3.6035,-3.2499,18.6929,2.8828,7.0778,9.4371,7.0778,4.7185,2.3593,2025-09-08 04:37:29.944012
STOCK2089,37.3638,15.2773,15.3057,12.5383,12.2218,12.2445,10.0307,11.2091,14.9455,11.2091,7.4728,3.7364,2025-09-08 04:37:29.944024
STOCK2090,50.8154,28.987,3.9501,0.8583,23.1896,3.16,0.6866,15.2446,20.3261,15.2446,10.1631,5.0815,2025-09-08 04:37:29.944037
STOCK2091,67.9512,26.021,1.198,9.2377,20.8168,0.9584,7.3902,20.3854,27.1805,20.3854,13.5902,6.7951,2025-09-08 04:37:29.944049
STOCK2092,95.1284,25.8268,17.9822,17.4867,20.6614,14.3858,13.9893,28.5385,38.0514,28.5385,19.0257,9.5128,2025-09-08 04:37:29.944061
STOCK2093,35.3282,-19.8026,24.3841,9.1853,-15.842,19.5073,7.3482,10.5985,14.1313,10.5985,7.0656,3.5328,2025-09-08 04:37:29.944073
STOCK2094,63.038,17.7828,-5.9764,-9.1294,14.2262,-4.7812,-7.3035,18.9114,25.2152,18.9114,12.6076,6.3038,2025-09-08 04:37:29.944085
STOCK2095,97.9349,13.8826,3.2401,-3.5225,11.1061,2.5921,-2.818,29.3805,39.1739,29.3805,19.587,9.7935,2025-09-08 04:37:29.944098
STOCK2096,70.8644,22.3422,13.2046,5.9957,17.8737,10.5637,4.7966,21.2593,28.3458,21.2593,14.1729,7.0864,2025-09-08 04:37:29.944110
STOCK2097,33.6313,29.0651,5.7707,0.854,23.2521,4.6166,0.6832,10.0894,13.4525,10.0894,6.7263,3.3631,2025-09-08 04:37:29.944127
STOCK2098,52.8565,-1.4908,13.8603,8.7054,-1.1926,11.0882,6.9643,15.857,21.1426,15.857,10.5713,5.2857,2025-09-08 04:37:29.944141
STOCK2099,79.3015,-11.7336,23.221,9.5557,-9.3869,18.5768,7.6445,23.7904,31.7206,23.7904,15.8603,7.9301,2025-09-08 04:37:29.944153
STOCK2100,39.8475,24.3422,-1.6865,18.3035,19.4738,-1.3492,14.6428,11.9543,15.939,11.9543,7.9695,3.9848,2025-09-08 04:37:29.944166
STOCK2101,70.1439,27.1948,1.6853,-8.462,21.7558,1.3482,-6.7696,21.0432,28.0575,21.0432,14.0288,7.0144,2025-09-08 04:37:29.944178
STOCK2102,32.2114,-15.4061,11.1947,0.2792,-12.3249,8.9557,0.2234,9.6634,12.8846,9.6634,6.4423,3.2211,2025-09-08 04:37:29.944191
STOCK2103,93.9353,10.1888,21.7386,19.1866,8.151,17.3909,15.3492,28.1806,37.5741,28.1806,18.7871,9.3935,2025-09-08 04:37:29.944203
STOCK2104,93.1231,3.1649,8.1807,-1.2357,2.5319,6.5446,-0.9886,27.9369,37.2493,27.9369,18.6246,9.3123,2025-09-08 04:37:29.944215
STOCK2105,44.9321,-5.9665,24.6387,16.6617,-4.7732,19.711,13.3294,13.4796,17.9729,13.4796,8.9864,4.4932,2025-09-08 04:37:29.944228
STOCK2106,85.4877,17.2283,22.8523,3.6829,13.7826,18.2819,2.9463,25.6463,34.1951,25.6463,17.0975,8.5488,2025-09-08 04:37:29.944246
STOCK2107,26.4376,22.5749,16.0086,13.2765,18.0599,12.8069,10.6212,7.9313,10.575,7.9313,5.2875,2.6438,2025-09-08 04:37:29.944259
STOCK2108,10.6697,9.5502,15.9671,19.007,7.6401,12.7737,15.2056,3.2009,4.2679,3.2009,2.1339,1.067,2025-09-08 04:37:29.944276
STOCK2109,12.267,-4.7467,-3.1649,4.1684,-3.7973,-2.5319,3.3347,3.6801,4.9068,3.6801,2.4534,1.2267,2025-09-08 04:37:29.944291
STOCK2110,14.4736,-16.43,3.9739,-4.3253,-13.144,3.1791,-3.4602,4.3421,5.7894,4.3421,2.8947,1.4474,2025-09-08 04:37:29.944306
STOCK2111,76.6024,-12.8465,-5.3601,-8.7693,-10.2772,-4.2881,-7.0154,22.9807,30.641,22.9807,15.3205,7.6602,2025-09-08 04:37:29.944319
STOCK2112,32.9262,9.7387,4.8759,-6.3856,7.7909,3.9007,-5.1085,9.8779,13.1705,9.8779,6.5852,3.2926,2025-09-08 04:37:29.944332
STOCK2113,34.2343,18.4452,17.2359,19.1315,14.7562,13.7887,15.3052,10.2703,13.6937,10.2703,6.8469,3.4234,2025-09-08 04:37:29.944348
STOCK2114,50.6585,2.9065,-4.9716,-1.7748,2.3252,-3.9773,-1.4198,15.1976,20.2634,15.1976,10.1317,5.0659,2025-09-08 04:37:29.944362
STOCK2115,72.2246,-0.2731,5.3898,-1.5833,-0.2185,4.3118,-1.2666,21.6674,28.8898,21.6674,14.4449,7.2225,2025-09-08 04:37:29.944375
STOCK2116,58.7135,12.6102,12.6552,-9.4695,10.0882,10.1241,-7.5756,17.614,23.4854,17.614,11.7427,5.8713,2025-09-08 04:37:29.944389
STOCK2117,52.2595,-0.9954,20.2669,16.8116,-0.7963,16.2135,13.4493,15.6778,20.9038,15.6778,10.4519,5.2259,2025-09-08 04:37:29.944401
STOCK2118,45.7816,6.7535,-10.0434,-8.2946,5.4028,-8.0347,-6.6356,13.7345,18.3126,13.7345,9.1563,4.5782,2025-09-08 04:37:29.944414
STOCK2119,47.9116,6.0528,-4.8259,6.4152,4.8423,-3.8608,5.1321,14.3735,19.1646,14.3735,9.5823,4.7912,2025-09-08 04:37:29.944426
STOCK2120,0.7297,5.1332,-10.8704,13.0143,4.1066,-8.6963,10.4115,0.2189,0.2919,0.2189,0.1459,0.073,2025-09-08 04:37:29.944439
STOCK2121,61.2762,29.6277,-6.462,12.5535,23.7022,-5.1696,10.0428,18.3829,24.5105,18.3829,12.2552,6.1276,2025-09-08 04:37:29.944451
STOCK2122,15.9665,-16.074,20.2393,-5.4866,-12.8592,16.1914,-4.3893,4.79,6.3866,4.79,3.1933,1.5967,2025-09-08 04:37:29.944463
STOCK2123,66.6696,21.8861,11.4213,9.5942,17.5089,9.137,7.6753,20.0009,26.6678,20.0009,13.3339,6.667,2025-09-08 04:37:29.944475
STOCK2124,92.1119,-8.9002,22.7666,6.0721,-7.1202,18.2133,4.8577,27.6336,36.8448,27.6336,18.4224,9.2112,2025-09-08 04:37:29.944488
STOCK2125,23.3813,-4.9822,-7.3877,18.5508,-3.9858,-5.9101,14.8406,7.0144,9.3525,7.0144,4.6763,2.3381,2025-09-08 04:37:29.944500
STOCK2126,93.3588,16.1839,17.2345,1.6952,12.9471,13.7876,1.3562,28.0076,37.3435,28.0076,18.6718,9.3359,2025-09-08 04:37:29.944512
STOCK2127,63.0536,20.7782,22.2143,12.7648,16.6226,17.7714,10.2118,18.9161,25.2215,18.9161,12.6107,6.3054,2025-09-08 04:37:29.944525
STOCK2128,25.5507,5.2385,4.7911,11.6932,4.1908,3.8329,9.3545,7.6652,10.2203,7.6652,5.1101,2.5551,2025-09-08 04:37:29.944537
STOCK2129,36.7923,-2.3384,15.0729,3.9249,-1.8708,12.0583,3.1399,11.0377,14.7169,11.0377,7.3585,3.6792,2025-09-08 04:37:29.944549
STOCK2130,4.2188,22.1577,12.5373,7.1196,17.7262,10.0299,5.6957,1.2656,1.6875,1.2656,0.8438,0.4219,2025-09-08 04:37:29.944572
STOCK2131,56.2418,-11.3479,8.0581,-5.7102,-9.0783,6.4465,-4.5682,16.8725,22.4967,16.8725,11.2484,5.6242,2025-09-08 04:37:29.944585
STOCK2132,32.2111,25.0719,16.7619,-4.8412,20.0575,13.4095,-3.8729,9.6633,12.8844,9.6633,6.4422,3.2211,2025-09-08 04:37:29.944598
STOCK2133,14.2844,-19.1134,21.808,-3.9589,-15.2908,17.4464,-3.1671,4.2853,5.7138,4.2853,2.8569,1.4284,2025-09-08 04:37:29.944610
STOCK2134,36.0416,11.5878,14.269,16.464,9.2702,11.4152,13.1712,10.8125,14.4166,10.8125,7.2083,3.6042,2025-09-08 04:37:29.944623
STOCK2135,28.4368,0.7942,8.7013,-9.7079,0.6354,6.961,-7.7663,8.531,11.3747,8.531,5.6874,2.8437,2025-09-08 04:37:29.944635
STOCK2136,92.6904,28.2105,-9.856,8.2667,22.5684,-7.8848,6.6133,27.8071,37.0762,27.8071,18.5381,9.269,2025-09-08 04:37:29.944647
STOCK2137,5.6433,-11.6422,-11.1389,-9.0205,-9.3137,-8.9111,-7.2164,1.693,2.2573,1.693,1.1287,0.5643,2025-09-08 04:37:29.944660
STOCK2138,89.2084,6.5359,-7.8813,-2.0865,5.2287,-6.3051,-1.6692,26.7625,35.6833,26.7625,17.8417,8.9208,2025-09-08 04:37:29.944677
STOCK2139,59.8943,-3.024,12.1517,14.4567,-2.4192,9.7213,11.5654,17.9683,23.9577,17.9683,11.9789,5.9894,2025-09-08 04:37:29.944690
STOCK2140,94.0241,20.454,-5.4014,7.1113,16.3632,-4.3211,5.689,28.2072,37.6096,28.2072,18.8048,9.4024,2025-09-08 04:37:29.944702
STOCK2141,66.109,25.4979,19.3486,7.1094,20.3983,15.4789,5.6875,19.8327,26.4436,19.8327,13.2218,6.6109,2025-09-08 04:37:29.944715
STOCK2142,96.7485,20.5638,18.2362,0.2761,16.451,14.589,0.2208,29.0245,38.6994,29.0245,19.3497,9.6748,2025-09-08 04:37:29.944727
STOCK2143,53.1246,24.1466,9.1606,5.303,19.3173,7.3285,4.2424,15.9374,21.2498,15.9374,10.6249,5.3125,2025-09-08 04:37:29.944740
STOCK2144,96.6581,26.7208,21.7013,1.5879,21.3766,17.3611,1.2703,28.9974,38.6632,28.9974,19.3316,9.6658,2025-09-08 04:37:29.944752
STOCK2145,49.837,12.8701,-6.1399,2.5385,10.2961,-4.9119,2.0308,14.9511,19.9348,14.9511,9.9674,4.9837,2025-09-08 04:37:29.944765
STOCK2146,75.1925,-14.7857,18.1764,11.4234,-11.8285,14.5412,9.1388,22.5578,30.077,22.5578,15.0385,7.5193,2025-09-08 04:37:29.944777
STOCK2147,3.2143,-3.7673,-14.7656,2.9565,-3.0138,-11.8125,2.3652,0.9643,1.2857,0.9643,0.6429,0.3214,2025-09-08 04:37:29.944795
STOCK2148,41.0229,-9.9179,4.2648,19.1415,-7.9343,3.4118,15.3132,12.3069,16.4092,12.3069,8.2046,4.1023,2025-09-08 04:37:29.944808
STOCK2149,63.2224,11.9713,-14.3531,-2.2059,9.577,-11.4825,-1.7647,18.9667,25.289,18.9667,12.6445,6.3222,2025-09-08 04:37:29.944821
STOCK2150,75.1755,11.4394,3.2952,9.3655,9.1516,2.6362,7.4924,22.5526,30.0702,22.5526,15.0351,7.5175,2025-09-08 04:37:29.944836
STOCK2151,47.9175,23.2105,12.7287,5.4678,18.5684,10.183,4.3742,14.3753,19.167,14.3753,9.5835,4.7918,2025-09-08 04:37:29.944850
STOCK2152,14.272,29.9157,4.601,16.7629,23.9325,3.6808,13.4103,4.2816,5.7088,4.2816,2.8544,1.4272,2025-09-08 04:37:29.944863
STOCK2153,5.1172,6.3676,-4.1168,-2.7708,5.0941,-3.2934,-2.2167,1.5352,2.0469,1.5352,1.0234,0.5117,2025-09-08 04:37:29.944875
STOCK2154,80.192,18.9059,-2.088,2.9352,15.1247,-1.6704,2.3482,24.0576,32.0768,24.0576,16.0384,8.0192,2025-09-08 04:37:29.944888
STOCK2155,33.8173,12.3543,-3.0073,2.0139,9.8835,-2.4059,1.6111,10.1452,13.5269,10.1452,6.7635,3.3817,2025-09-08 04:37:29.944900
STOCK2156,95.1851,2.1935,16.1388,17.298,1.7548,12.911,13.8384,28.5555,38.074,28.5555,19.037,9.5185,2025-09-08 04:37:29.944913
STOCK2157,55.3557,-18.4326,18.2265,5.0245,-14.7461,14.5812,4.0196,16.6067,22.1423,16.6067,11.0711,5.5356,2025-09-08 04:37:29.944925
STOCK2158,91.1143,29.7713,-1.1842,7.7403,23.817,-0.9474,6.1923,27.3343,36.4457,27.3343,18.2229,9.1114,2025-09-08 04:37:29.944938
STOCK2159,56.965,-18.2939,5.8126,1.1329,-14.6351,4.6501,0.9063,17.0895,22.786,17.0895,11.393,5.6965,2025-09-08 04:37:29.944951
STOCK2160,98.445,14.277,-0.5784,5.5624,11.4216,-0.4628,4.4499,29.5335,39.378,29.5335,19.689,9.8445,2025-09-08 04:37:29.944963
STOCK2161,25.4149,-9.0995,-7.6444,-3.3825,-7.2796,-6.1155,-2.706,7.6245,10.166,7.6245,5.083,2.5415,2025-09-08 04:37:29.944976
STOCK2162,31.7327,-18.5768,19.2661,-4.1361,-14.8614,15.4129,-3.3089,9.5198,12.6931,9.5198,6.3465,3.1733,2025-09-08 04:37:29.944988
STOCK2163,24.2494,-15.4338,5.6448,6.5741,-12.347,4.5158,5.2593,7.2748,9.6997,7.2748,4.8499,2.4249,2025-09-08 04:37:29.945001
STOCK2164,89.4453,14.6181,24.7632,9.7805,11.6945,19.8105,7.8244,26.8336,35.7781,26.8336,17.8891,8.9445,2025-09-08 04:37:29.945014
STOCK2165,68.3618,27.4414,7.0092,8.4883,21.9531,5.6074,6.7906,20.5086,27.3447,20.5086,13.6724,6.8362,2025-09-08 04:37:29.945026
STOCK2166,63.2582,-3.4234,-3.7142,6.597,-2.7387,-2.9714,5.2776,18.9774,25.3033,18.9774,12.6516,6.3258,2025-09-08 04:37:29.945039
STOCK2167,79.7797,7.3898,-12.147,-4.1237,5.9119,-9.7176,-3.299,23.9339,31.9119,23.9339,15.9559,7.978,2025-09-08 04:37:29.945051
STOCK2168,84.3177,5.5957,24.0981,-4.6345,4.4766,19.2785,-3.7076,25.2953,33.7271,25.2953,16.8635,8.4318,2025-09-08 04:37:29.945064
STOCK2169,91.2399,25.2319,-4.7143,11.3363,20.1855,-3.7715,9.069,27.372,36.496,27.372,18.248,9.124,2025-09-08 04:37:29.945076
STOCK2170,89.8217,19.3054,-5.7742,-7.8447,15.4443,-4.6194,-6.2758,26.9465,35.9287,26.9465,17.9643,8.9822,2025-09-08 04:37:29.945088
STOCK2171,93.6485,-17.4103,-7.4752,2.6053,-13.9282,-5.9801,2.0843,28.0946,37.4594,28.0946,18.7297,9.3649,2025-09-08 04:37:29.945101
STOCK2172,51.7512,-17.9813,0.2702,14.1309,-14.3851,0.2162,11.3047,15.5254,20.7005,15.5254,10.3502,5.1751,2025-09-08 04:37:29.945113
STOCK2173,17.0208,-16.6058,14.373,-3.713,-13.2846,11.4984,-2.9704,5.1062,6.8083,5.1062,3.4042,1.7021,2025-09-08 04:37:29.945125
STOCK2174,73.1057,21.6934,-14.3938,19.2394,17.3547,-11.5151,15.3916,21.9317,29.2423,21.9317,14.6211,7.3106,2025-09-08 04:37:29.945138
STOCK2175,22.5543,6.1446,-10.0281,-8.9179,4.9156,-8.0225,-7.1343,6.7663,9.0217,6.7663,4.5109,2.2554,2025-09-08 04:37:29.945150
STOCK2176,69.7676,14.6134,-6.3924,18.8866,11.6907,-5.1139,15.1093,20.9303,27.9071,20.9303,13.9535,6.9768,2025-09-08 04:37:29.945163
STOCK2177,33.5228,-7.4089,-8.3429,3.2409,-5.9271,-6.6743,2.5928,10.0568,13.4091,10.0568,6.7046,3.3523,2025-09-08 04:37:29.945175
STOCK2178,21.889,18.4379,9.6586,9.0503,14.7503,7.7269,7.2402,6.5667,8.7556,6.5667,4.3778,2.1889,2025-09-08 04:37:29.945188
STOCK2179,6.4909,4.0823,23.4953,-7.0818,3.2659,18.7962,-5.6654,1.9473,2.5964,1.9473,1.2982,0.6491,2025-09-08 04:37:29.945200
STOCK2180,85.9961,-11.4675,16.4579,10.9518,-9.174,13.1664,8.7614,25.7988,34.3985,25.7988,17.1992,8.5996,2025-09-08 04:37:29.945213
STOCK2181,67.5157,-0.4233,15.577,-5.0359,-0.3386,12.4616,-4.0288,20.2547,27.0063,20.2547,13.5031,6.7516,2025-09-08 04:37:29.945225
STOCK2182,28.6564,14.3056,9.9947,18.3799,11.4445,7.9958,14.7039,8.5969,11.4626,8.5969,5.7313,2.8656,2025-09-08 04:37:29.945238
STOCK2183,83.8771,4.9814,22.0292,7.9371,3.9852,17.6233,6.3497,25.1631,33.5508,25.1631,16.7754,8.3877,2025-09-08 04:37:29.945251
STOCK2184,72.3695,24.498,13.1513,17.3308,19.5984,10.5211,13.8647,21.7108,28.9478,21.7108,14.4739,7.2369,2025-09-08 04:37:29.945264
STOCK2185,23.5823,-13.8436,12.8744,17.0297,-11.0749,10.2995,13.6238,7.0747,9.4329,7.0747,4.7165,2.3582,2025-09-08 04:37:29.945276
STOCK2186,28.2236,-19.6951,24.1323,5.9739,-15.7561,19.3058,4.7792,8.4671,11.2895,8.4671,5.6447,2.8224,2025-09-08 04:37:29.945288
STOCK2187,13.4156,-6.3278,-10.5005,18.7373,-5.0622,-8.4004,14.9898,4.0247,5.3662,4.0247,2.6831,1.3416,2025-09-08 04:37:29.945301
STOCK2188,33.8758,26.9861,-13.459,10.3655,21.5889,-10.7672,8.2924,10.1628,13.5503,10.1628,6.7752,3.3876,2025-09-08 04:37:29.945313
STOCK2189,11.5791,27.3562,-7.5464,13.1107,21.885,-6.0371,10.4886,3.4737,4.6317,3.4737,2.3158,1.1579,2025-09-08 04:37:29.945326
STOCK2190,69.6052,-10.0649,3.7196,8.1862,-8.0519,2.9757,6.5489,20.8816,27.8421,20.8816,13.921,6.9605,2025-09-08 04:37:29.945338
STOCK2191,46.321,10.2477,-9.6298,-4.005,8.1982,-7.7039,-3.204,13.8963,18.5284,13.8963,9.2642,4.6321,2025-09-08 04:37:29.945350
STOCK2192,71.1334,11.491,10.4396,7.362,9.1928,8.3517,5.8896,21.34,28.4533,21.34,14.2267,7.1133,2025-09-08 04:37:29.945363
STOCK2193,67.436,27.4264,1.7992,4.7559,21.9411,1.4393,3.8047,20.2308,26.9744,20.2308,13.4872,6.7436,2025-09-08 04:37:29.945375
STOCK2194,10.8407,18.2683,3.2641,7.7976,14.6146,2.6113,6.238,3.2522,4.3363,3.2522,2.1681,1.0841,2025-09-08 04:37:29.945388
STOCK2195,4.6605,8.3813,24.4357,7.6705,6.705,19.5485,6.1364,1.3981,1.8642,1.3981,0.9321,0.466,2025-09-08 04:37:29.945400
STOCK2196,66.7325,-13.4791,23.3885,16.3543,-10.7833,18.7108,13.0834,20.0198,26.693,20.0198,13.3465,6.6733,2025-09-08 04:37:29.945412
STOCK2197,29.1971,0.8094,23.4922,-9.1782,0.6475,18.7938,-7.3425,8.7591,11.6789,8.7591,5.8394,2.9197,2025-09-08 04:37:29.945425
STOCK2198,98.4606,8.9663,9.5205,-0.637,7.173,7.6164,-0.5096,29.5382,39.3842,29.5382,19.6921,9.8461,2025-09-08 04:37:29.945437
STOCK2199,24.132,21.7789,15.7703,-3.6145,17.4231,12.6163,-2.8916,7.2396,9.6528,7.2396,4.8264,2.4132,2025-09-08 04:37:29.945450
STOCK2200,99.0737,23.5328,18.149,13.3409,18.8262,14.5192,10.6727,29.7221,39.6295,29.7221,19.8147,9.9074,2025-09-08 04:37:29.945462
STOCK2201,35.3699,-18.6903,-0.4135,15.5488,-14.9522,-0.3308,12.4391,10.611,14.148,10.611,7.074,3.537,2025-09-08 04:37:29.945475
STOCK2202,41.5506,-13.6531,-6.9376,3.2246,-10.9225,-5.5501,2.5797,12.4652,16.6203,12.4652,8.3101,4.1551,2025-09-08 04:37:29.945487
STOCK2203,22.6836,-13.4322,-3.2484,-9.173,-10.7458,-2.5987,-7.3384,6.8051,9.0735,6.8051,4.5367,2.2684,2025-09-08 04:37:29.945500
STOCK2204,96.7254,16.8185,-9.1665,0.3392,13.4548,-7.3332,0.2713,29.0176,38.6902,29.0176,19.3451,9.6725,2025-09-08 04:37:29.945512
STOCK2205,50.2034,14.3696,21.3095,14.1116,11.4957,17.0476,11.2893,15.061,20.0814,15.061,10.0407,5.0203,2025-09-08 04:37:29.945525
STOCK2206,92.7355,27.4447,18.877,11.8828,21.9558,15.1016,9.5063,27.8206,37.0942,27.8206,18.5471,9.2735,2025-09-08 04:37:29.945537
STOCK2207,63.961,9.5169,24.3842,14.0703,7.6135,19.5073,11.2563,19.1883,25.5844,19.1883,12.7922,6.3961,2025-09-08 04:37:29.945550
STOCK2208,98.5114,-3.572,3.977,-0.5125,-2.8576,3.1816,-0.41,29.5534,39.4045,29.5534,19.7023,9.8511,2025-09-08 04:37:29.945568
STOCK2209,39.9796,26.1432,-2.9854,-0.4825,20.9146,-2.3883,-0.386,11.9939,15.9918,11.9939,7.9959,3.998,2025-09-08 04:37:29.945580
STOCK2210,93.4007,-8.7352,3.8517,17.4378,-6.9882,3.0814,13.9503,28.0202,37.3603,28.0202,18.6801,9.3401,2025-09-08 04:37:29.945593
STOCK2211,55.7083,-10.5714,13.6496,5.2472,-8.4571,10.9197,4.1978,16.7125,22.2833,16.7125,11.1417,5.5708,2025-09-08 04:37:29.945605
STOCK2212,74.4742,24.4364,-7.5547,7.8784,19.5491,-6.0438,6.3027,22.3423,29.7897,22.3423,14.8948,7.4474,2025-09-08 04:37:29.945617
STOCK2213,13.5593,13.3515,15.2563,-5.2174,10.6812,12.205,-4.174,4.0678,5.4237,4.0678,2.7119,1.3559,2025-09-08 04:37:29.945630
STOCK2214,33.2191,-6.0007,-4.007,-3.99,-4.8006,-3.2056,-3.192,9.9657,13.2876,9.9657,6.6438,3.3219,2025-09-08 04:37:29.945642
STOCK2215,31.2061,6.8486,9.4941,16.3381,5.4789,7.5953,13.0705,9.3618,12.4824,9.3618,6.2412,3.1206,2025-09-08 04:37:29.945655
STOCK2216,73.0468,17.5296,-5.4662,15.3638,14.0237,-4.373,12.291,21.914,29.2187,21.914,14.6094,7.3047,2025-09-08 04:37:29.945668
STOCK2217,54.0839,-11.092,2.8863,18.4365,-8.8736,2.309,14.7492,16.2252,21.6336,16.2252,10.8168,5.4084,2025-09-08 04:37:29.945680
STOCK2218,31.0127,17.1365,13.731,1.196,13.7092,10.9848,0.9568,9.3038,12.4051,9.3038,6.2025,3.1013,2025-09-08 04:37:29.945692
STOCK2219,35.9009,-10.7103,13.1816,9.4054,-8.5683,10.5453,7.5243,10.7703,14.3604,10.7703,7.1802,3.5901,2025-09-08 04:37:29.945705
STOCK2220,49.3512,-13.9187,1.4176,10.7115,-11.135,1.1341,8.5692,14.8054,19.7405,14.8054,9.8702,4.9351,2025-09-08 04:37:29.945717
STOCK2221,10.715,-16.5583,8.3262,6.1401,-13.2466,6.661,4.9121,3.2145,4.286,3.2145,2.143,1.0715,2025-09-08 04:37:29.945729
STOCK2222,38.8985,-2.6598,-8.0912,-6.5982,-2.1279,-6.4729,-5.2786,11.6696,15.5594,11.6696,7.7797,3.8899,2025-09-08 04:37:29.945742
STOCK2223,2.9411,28.1303,0.7496,3.1159,22.5042,0.5997,2.4928,0.8823,1.1764,0.8823,0.5882,0.2941,2025-09-08 04:37:29.945754
STOCK2224,98.6387,-16.9829,16.1515,4.8497,-13.5863,12.9212,3.8797,29.5916,39.4555,29.5916,19.7277,9.8639,2025-09-08 04:37:29.945767
STOCK2225,22.6923,-9.0253,-14.9304,-0.2483,-7.2202,-11.9443,-0.1987,6.8077,9.0769,6.8077,4.5385,2.2692,2025-09-08 04:37:29.945779
STOCK2226,32.8277,12.3002,15.5214,2.6548,9.8402,12.4171,2.1238,9.8483,13.1311,9.8483,6.5655,3.2828,2025-09-08 04:37:29.945791
STOCK2227,65.2348,4.8519,20.4977,6.1911,3.8815,16.3981,4.9529,19.5704,26.0939,19.5704,13.047,6.5235,2025-09-08 04:37:29.945804
STOCK2228,89.8434,8.0408,-13.7466,5.0098,6.4326,-10.9973,4.0079,26.953,35.9373,26.953,17.9687,8.9843,2025-09-08 04:37:29.945816
STOCK2229,92.9288,-19.4493,1.3931,6.8242,-15.5595,1.1145,5.4593,27.8786,37.1715,27.8786,18.5858,9.2929,2025-09-08 04:37:29.945829
STOCK2230,50.0535,-16.4035,24.7208,15.1004,-13.1228,19.7766,12.0803,15.016,20.0214,15.016,10.0107,5.0053,2025-09-08 04:37:29.945841
STOCK2231,56.9724,14.1745,-10.1328,19.3889,11.3396,-8.1062,15.5111,17.0917,22.789,17.0917,11.3945,5.6972,2025-09-08 04:37:29.945853
STOCK2232,72.1962,13.0992,14.2673,-5.2221,10.4793,11.4139,-4.1777,21.6589,28.8785,21.6589,14.4392,7.2196,2025-09-08 04:37:29.945866
STOCK2233,98.4886,-9.0115,-5.5859,-1.2053,-7.2092,-4.4687,-0.9642,29.5466,39.3954,29.5466,19.6977,9.8489,2025-09-08 04:37:29.945878
STOCK2234,0.8375,11.1595,19.9227,-1.781,8.9276,15.9382,-1.4248,0.2512,0.335,0.2512,0.1675,0.0837,2025-09-08 04:37:29.945891
STOCK2235,11.5199,-2.3406,5.3823,-9.7069,-1.8725,4.3058,-7.7655,3.456,4.608,3.456,2.304,1.152,2025-09-08 04:37:29.945903
STOCK2236,97.2371,14.1236,11.6549,2.4003,11.2989,9.3239,1.9203,29.1711,38.8949,29.1711,19.4474,9.7237,2025-09-08 04:37:29.945915
STOCK2237,17.7609,1.2135,-10.3598,-5.2149,0.9708,-8.2879,-4.1719,5.3283,7.1044,5.3283,3.5522,1.7761,2025-09-08 04:37:29.945927
